latitude,longitude,altitude,geometry,state_code,source,name,ward_code,poi_type,global_id
6.43515,3.48622,,Point,LA,OSGOF,Ikate Mosque,LASEOA10,Mosque,3b45fdac-adf2-45da-a1d7-a8e4983fafd3
6.63776,3.34138,,Point,LA,OSGOF,Olorunsogo Mosque,LASIOE09,Mosque,3b548956-5762-41d1-83b6-0a643ab79ad1
6.42777,3.16164,,Point,LA,OSGOF,Ifeiwakesin Central Mosque,LASOJO09,Mosque,3b686b1b-86ec-47c6-9c27-01c59dfa8a9c
6.45899,3.38341,,Point,LA,OSGOF,Iya Alaso Oke Mosque,LASLID14,Mosque,3bcc552d-ce2e-4830-a397-b7441ddc886e
6.60672,3.32008,,Point,LA,OSGOF,Onilekere Central Miosque Mosque,LASIKA13,Mosque,3c0c2ec5-0301-468c-9963-5e740a62ee10
6.65281,3.27212,,Point,LA,OSGOF,Jibdal Mosque,LASAMO06,Mosque,3c0d3e4d-2019-4e3e-b8e1-f822b07488cc
6.57939,3.27913,,Point,LA,OSGOF,Nawaie Deen Society Mosque,LASAMO28,Mosque,3e3888c9-eefc-4dcc-90a7-a965577ea561
6.66032,3.30087,,Point,LA,OSGOF,Ilupeju Titun Central Mosque,LASIOE01,Mosque,3ecc0887-00dc-4821-adcf-492658018bc8
6.40428,3.02839,,Point,LA,OSGOF,Dadiluwi Central Moqsue Mosque,LASOJO15,Mosque,3f069860-f30f-4ddf-9253-764ea8a1fb7a
6.64476,3.71641,,Point,LA,OSGOF,Owu Central Mosque,LASEPE02,Mosque,3f5feba4-f5e9-4a31-a241-5f3f645024c3
6.46733,3.35151,,Point,LA,OSGOF,Mobolorunsowo Central Mosque,LASAPA07,Mosque,3fa7e253-1ffa-46c7-bc2d-c99f1dbd5440
6.46013,3.19448,,Point,LA,OSGOF,Alaba Rango Intil Mosque,LASOJO11,Mosque,4132eadb-492e-41bf-a586-7cd12df482ca
6.42271,3.14437,,Point,LA,OSGOF,Origele Central Mosque,LASOJO09,Mosque,4255b4a8-85ae-4030-b650-d5c91319a863
6.5139,3.32822,,Point,LA,OSGOF,Alahu Mosque,LASOIO13,Mosque,42dfaa0c-d42c-4bc2-9955-a038f0a64c55
6.49099,3.36,,Point,LA,OSGOF,Anwar Al Islam Mission Mosque,LASSUE01,Mosque,43ab1092-569e-41fd-a939-94bbf0e9afa4
